year   IAGA     geolat      geolon    declination
2003   EKP       61.11      265.95      357.04
2003   FCC       58.76      265.91      358.57
2003   FMC       56.66      248.79       17.61
2003   FSP       61.76      238.77       25.38
2003   SMI       60.03      248.07       19.67
2003   ISL       53.86      265.34        1.23
2003   PIN       50.20      263.96        3.49
2003   RAL       58.22      256.32       11.44
2003   RAN       62.82      267.89      352.08
2003   NOR       71.09       25.79       10.21
2003   NAL       78.92       11.95        1.13
2003   LYR       78.20       15.83        4.21
2003   JAN       70.90      351.30      347.22
2003   HOP       76.51       25.01       10.93
2003   BJN       74.50       19.20        6.52
2003   SOR       70.54       22.22        7.89
2003   TRO       69.66       18.94        5.72
2003   AND       69.30       16.03        3.89
2003   JCK       66.40       16.98        4.19
2003   DON       66.11       12.50        1.66
2003   RVK       64.94       10.99        0.83
2003   DOB       62.07        9.11      359.97
2003   SOL       61.08        4.84      357.94
2003   KAR       59.21        5.24      358.38
2003   HRN       77.00       15.60        4.04
2003   ALT       69.86       22.96        8.20
2003   KEV       69.76       27.01       10.56
2003   MAS       69.46       23.70        8.55
2003   KIL       69.06       20.77        6.73
2003   KAU       69.02       23.05        8.06
2003   IVA       68.56       27.29       10.35
2003   ABK       68.35       18.82        5.47
2003   LEK       68.13       13.54        2.31
2003   MUO       68.02       23.53        8.11
2003   LOZ       67.97       35.02       14.19
2003   KIR       67.84       20.42        6.31
2003   SOD       67.37       26.63        9.63
2003   PEL       66.90       24.08        8.14
2003   LYC       64.61       18.75        4.92
2003   OUJ       64.52       27.23        9.06
2003   HAN       62.25       26.60        8.09
2003   NUR       60.50       24.65        6.83
2003   UPS       59.90       17.35        3.72
2003   TAR       58.26       26.46        6.95
2003   BRW       71.32      203.38       21.83
2003   KAV       70.14      216.35       28.35
2003   KOT       66.88      197.40       16.56
2003   ARC       68.12      214.44       26.27
2003   INK       68.41      226.23       30.67
2003   BET       66.90      208.45       22.77
2003   FYU       66.56      214.78       25.58
2003   EAG       64.78      218.84       26.15
2003   CMO       64.87      212.14       23.61
2003   CGO       64.87      212.14       23.61
2003   GAK       62.39      214.87       23.57
2003   TLK       63.30      209.90       21.96
2003   CPY       70.20      235.30       33.18
2003   PKR       65.12      212.57       23.92
2003   DIK       73.53       80.70       30.08
2003   CCS       77.72      104.28       16.52
2003   TIK       71.59      128.92      342.77
2003   CWE       66.17      190.17       11.92
2003   ARK       64.60       40.50       14.86
2003   AAE        9.03       38.77        1.57
2003   ABG       18.62       72.87      359.06
2003   AMS      -37.80       77.57      320.60
2003   API      -13.80      188.22       11.47
2003   ASP      -23.77      133.88        5.18
2003   BMT       40.30      116.20      353.83
2003   BNG        4.33       18.57      359.32
2003   BSL       30.35      270.36        0.46
2003   CNB      -34.10      150.70       12.65
2003   CAN      -35.31      149.36       12.62
2003   CZT      -46.43       51.87      311.19
2003   DLR       29.49      259.08        7.15
2003   DRV      -66.67      140.01      173.60
2003   EYR      -43.40      172.40       23.46
2003   GNA      -31.80      116.00      358.16
2003   GUA       13.59      144.87        1.44
2003   GUI       28.32      343.57      353.07
2003   HBK      -25.88       27.71      342.68
2003   HER      -34.43       19.23      335.26
2003   HLP       54.61       18.82        3.74
2003   HON       21.32      202.00       10.06
2003   HRB       47.86       18.19        3.00
2003   IQA       63.75      291.48      325.67
2003   IRT       52.17      104.45      357.21
2003   ISK       41.07       29.06        4.14
2003   KAK       36.23      140.18      352.85
2003   KOU        5.21      307.27      342.22
2003   LNP       25.00      121.17      356.43
2003   MBO       14.38      343.03      350.99
2003   MMB       43.91      144.19      350.90
2003   NCK       47.63       16.72        2.65
2003   MZH       49.60      117.40      351.16
2003   PAF      -49.35       70.26      303.63
2003   PHU       21.03      105.95      358.97
2003   PPT      -17.57      210.42       12.70
2003   SBA      -77.85      166.78      144.66
2003   SJG       18.11      293.85      347.55
2003   SPT       39.55      355.65      357.23
2003   SUA       45.32       26.25        4.32
2003   TAM       22.79        5.53      359.37
2003   TAN      -18.92       47.55      344.82
2003   TUC       32.17      249.27       11.24
2003   VSS      -22.40      316.35      338.67
2003   KIV       50.72       30.30        6.12
2003   LNN       59.95       30.70        8.98
2003   NKK       45.77       62.12        7.38
2003   MNK       54.50       27.88        6.44
2003   ODE       46.78       30.88        5.35
2003   TUL       35.92      264.22        4.28
2003   ASH       37.95       58.10        4.32
2003   TOL       39.88      355.95      357.30
2003   NVS       55.03       82.90        9.15
2003   KGD       49.82       73.08        8.59
2003   AAA       43.25       76.92        4.88
2003   TKT       41.33       69.62        4.90
2003   LVV       49.90       23.75        4.49
2003   RSV       55.85       12.45        1.61
2003   MOS       55.48       37.31        9.31
2003   YSS       46.95      142.72      349.60
2003   HIS       80.62       58.05       34.42
2003   ZGN       66.75      123.26      344.35
2003   YAK       60.02      129.72      344.60
2003   PPI       42.98      131.73      350.06
2003   BJI       40.06      116.18      353.89
2003   BOX       58.03       38.97       10.89
2003   MUT       14.37      121.02      358.81
2003   PTN       -0.05      109.25        0.86
2003   WTK       -7.56      112.63        1.40
2003   LRM      -21.00      115.00        0.88
2003   KAT      -33.68      117.62      358.19
2003   KTN       75.94      137.71      344.55
2003   CHD       70.62      147.89      346.30
2003   ZYK       65.75      150.78      347.83
2003   MGD       59.97      150.86      348.71
2003   MSR       44.37      142.27      350.36
2003   ONW       38.43      141.47      352.27
2003   KAG       31.48      130.72      353.88
2003   YMK       31.19      130.62      353.98
2003   CBI       27.15      142.30      356.45
2003   YAP        9.30      138.50        1.28
2003   KOR        7.33      134.50        1.07
2003   BIK       -1.08      136.05        2.92
2003   WEW       -3.55      143.62        4.80
2003   DRW      -12.40      130.90        3.49
2003   WEP      -12.68      141.88        5.71
2003   BSV      -25.54      139.21        6.88
2003   DAL      -27.18      151.20       10.64
2003   ADL      -34.67      138.65        8.21
2003   CPS       68.88      180.63        6.11
2003   EWA       21.32      202.00       10.06
2003   ASA      -14.28      170.70       11.18
2003   MCQ      -54.50      158.95       32.10
2003   CKA       68.50       73.60       24.69
2003   AMD       69.60       61.21       25.47
2003   LOP       68.25       33.08       13.33
2003   MBC       76.32      240.64       39.38
2003   VIZ       79.30       76.54       40.23
2003   PBK       70.08      170.90      359.68
2003   PGC       66.10      294.20      321.75
2003   CY0       70.50      291.40      313.88
2003   CDC       64.20      283.40      328.71
2003   CHC       64.35      276.00      336.25
2003   GHC       68.63      264.15      351.77
2003   IGC       69.30      278.20      321.88
2003   PBC       68.50      270.30      336.77
2003   RPB       66.52      273.77      335.17
2003   NAN       56.40      298.30      332.99
2003   AIA      -65.25      295.74       16.84
2003   ASC       -7.95      345.62      343.01
2003   VOS      -78.45      106.87      238.37
2003   CSY      -66.28      110.53      260.04
2003   CTA      -20.10      146.30        7.83
2003   DVS      -68.58       77.97      280.94
2003   GLN       49.65      262.88        4.63
2003   HTY       33.12      139.80      353.90
2003   KDU      -12.69      132.47        3.79
2003   KNY       31.42      130.88      353.90
2003   MAW      -67.61       62.88      293.32
2003   MIR      -66.55       93.02      272.45
2003   PST      -51.70      302.11        4.01
2003   TSU      -19.22       17.70      349.40
2003   HUA      -12.05      284.67      359.15
2003   LIV      -62.66      299.61       12.79
2003   TRW      -43.25      294.68        4.66
2003   AQU       42.38       13.32        1.73
2003   MID       28.21      182.62        8.24
2003   LMM      -25.92       32.58      341.08
2003   LZH       36.09      103.85      358.17
2003   QSB       33.87       35.64        3.78
2003   TND        1.29      124.95        1.17
2003   EBR       40.82        0.49      358.65
2003   TEO       19.75      260.82        6.26
2003   LEM      -42.30      147.50       14.76
2003   RIK       43.48      143.76      350.96
2003   CLK       44.70      285.00      345.64
2003   APL       39.17      283.12      349.00
2003   DSO       36.25      278.60      353.20
2003   USC       33.34      278.54      353.94
2003   JAX       30.35      278.40      354.68
2003   FIT       28.07      279.05      354.69
2003   GTF       43.62      288.05      344.23
2003   MSH       42.60      288.52      344.39
2003   FAR       62.05      352.98      351.42
2003   BOR       58.03       38.33       10.70
2003   CRK       57.09      357.36      355.10
2003   GML       57.16      356.32      354.59
2003   HLL       63.77      339.44      342.87
2003   KVI       59.50       17.63        3.80
2003   LAN       54.01      357.23      355.73
2003   S01       64.37       13.36        2.10
2003   OUL       65.10       25.85        8.57
2003   YOR       53.95      358.95      356.48
2003   PUT      -18.33      290.50      356.40
2003   ANT      -23.39      289.76      358.90
2003   SER      -30.00      288.87        2.64
2003   CER      -33.45      289.40        3.92
2003   VLD      -39.48      286.86        9.22
2003   OSO      -40.34      286.91        9.63
2003   PNT      -53.20      289.10       14.50
